column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50,column_51,column_52,column_53,column_54,column_55,column_56,column_57,column_58,column_59,column_60,column_61,column_62,column_63,column_64,column_65,column_66,column_67,column_68,column_69,column_70,column_71,column_72,column_73,column_74,column_75,column_76,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,URL,column_110
07.02.25 08:13:50,Letzter Preis,"84,895",Veränderung zum Vortag,-0.12%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.10 / -0.12%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"84,895",Tagestief/-hoch,"84,895 / 84,895",52-Wochentief/-hoch,"81,31 / 88,695",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,4676",Rendite in % zu Brief,"4,5060",Rendite in % zu Geld,"4,5341",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3972",Aufgelaufene Stückzinstage,88,Duration in Jahren,"5,940",Modified Duration,"5,134",Kupon,1.625%,Erster Zinstermin,13.11.2021,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,13.05.2021,Tief,"83,05","83,05","83,05","81,31","78,71","78,71",Hoch,"84,995","85,92","88,695","88,695","88,695","98,71",Entwicklung,1.17%,0.57%,-2.18%,0.75%,-0.44%,-12.68%,Emittent,European Investment Bank (EIB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,13.05.2021,Emissionsvolumen,1.500.000.000,Umlaufendes Volumen,1.500.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,11.05.2021,Fälligkeit,13.05.2031,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ODDO BHF SE,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/us298785jn70-european-investment-bank-eib-1-625-21-31,
07.02.25 09:21:51,Letzter Preis,"97,46",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.01 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,46",Tagestief/-hoch,"97,46 / 97,46",52-Wochentief/-hoch,"94,59 / 97,57",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,4689",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7319",Aufgelaufene Stückzinstage,124,Duration in Jahren,"1,143",Modified Duration,"1,114",Kupon,2.125%,Erster Zinstermin,07.10.2016,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,07.04.2016,Tief,"97,11","96,72","96,66","94,59","92,44","91,035",Hoch,"97,47","97,47","97,57","97,57","97,57","101,675",Entwicklung,0.23%,0.66%,0.74%,2.21%,3.65%,-3.77%,Emittent,International Finance Corp.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,07.04.2016,Emissionsvolumen,1.200.000.000,Umlaufendes Volumen,1.200.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,01.04.2016,Fälligkeit,07.04.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/us45950vhx73-international-finance-corp-2-125-16-26,
07.02.25 09:21:51,Letzter Preis,"99,37",Veränderung zum Vortag,-0.05%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.05 / -0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,37",Tagestief/-hoch,"99,37 / 99,37",52-Wochentief/-hoch,"97,34 / 101,61",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,6937",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,5330",Aufgelaufene Stückzinstage,126,Duration in Jahren,"2,528",Modified Duration,"2,375",Kupon,4.380%,Erster Zinstermin,05.04.2023,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,05.10.2022,Tief,"98,71","98,71","98,71","97,34","96,22","96,22",Hoch,"99,45","99,76","101,61","101,61","101,86","101,86",Entwicklung,0.22%,-0.04%,-1.10%,0.10%,-0.49%,0.09%,Emittent,Japan Bank for International Cooperation,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,05.10.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,30.09.2022,Fälligkeit,05.10.2027,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/us471048cu09-japan-bank-for-international-cooperation-4-38-22-27,
07.02.25 09:21:51,Letzter Preis,"101,45",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.01 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"101,45",Tagestief/-hoch,"101,45 / 101,45",52-Wochentief/-hoch,"98,68 / 104,09",Handelszeiten,08:00-17:30,Kupon,5.875%,Erster Zinstermin,23.11.2022,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,23.05.2022,Tief,"100,33","100,33","100,22","98,68","94,24","93,78",Hoch,"101,46","102,68","104,09","104,09","104,09","104,81",Entwicklung,0.11%,-0.18%,1.21%,0.82%,-0.60%,0.77%,Emittent,Münchener Rückversicherungs-Gesellschaft AG in München,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,23.05.2022,Emissionsvolumen,1.250.000.000,Umlaufendes Volumen,1.250.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,23.05.2022,Fälligkeit,23.05.2042,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Ja,Kleinste handelbare Einheit,200.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/usd5558xaa66-muenchener-rueckversicherungs-gesellschaft-ag-in-muenchen-5-875-22-42,
07.02.25 17:00:17,Letzter Preis,"96,70",Veränderung zum Vortag,0.02%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.02 / 0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,70",Tagestief/-hoch,"96,70 / 96,77",52-Wochentief/-hoch,"93,45 / 98,37",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"6,6204",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4521",Aufgelaufene Stückzinstage,31,Duration in Jahren,"2,735",Modified Duration,"2,481",Kupon,5.250%,Erster Zinstermin,10.01.2021,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,10.07.2020,Tief,"95,90","95,84","95,35","93,45","89,90","88,25",Hoch,"96,81","97,10","98,37","98,37","98,37","102,45",Entwicklung,0.69%,0.71%,-0.32%,0.99%,1.24%,-5.34%,Emittent,Rumo Luxembourg Sàrl,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,10.07.2020,Emissionsvolumen,286.686.000,Umlaufendes Volumen,286.686.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,03.07.2020,Fälligkeit,10.01.2028,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/usl79090ac78-rumo-luxembourg-sarl-5-25-20-28,
07.02.25 09:21:51,Letzter Preis,"92,32",Veränderung zum Vortag,-0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.01 / -0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"92,32",Tagestief/-hoch,"92,32 / 92,32",52-Wochentief/-hoch,"90,54 / 97,54",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"5,8771",Rendite in % zu Brief,"5,6325",Rendite in % zu Geld,"5,8879",Stückzinsberechnung,k.A.,Stückzinsen in %,"1,5014",Aufgelaufene Stückzinstage,115,Duration in Jahren,"7,483",Modified Duration,"5,566",Kupon,4.700%,Erster Zinstermin,16.10.2019,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,16.04.2019,Tief,"90,76","90,76","90,76","90,54","85,78","85,73",Hoch,"92,33","93,86","97,54","97,54","97,54","106,72",Entwicklung,0.27%,-0.66%,-1.93%,-1.24%,-0.17%,-13.49%,Emittent,Consorcio Transmantaro S.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.04.2019,Emissionsvolumen,341.174.000,Umlaufendes Volumen,341.174.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,28.01.2021,Fälligkeit,16.04.2034,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/usp3083sad73-consorcio-transmantaro-s-a-4-7-19-34,
06.02.25 09:52:04,Letzter Preis,"99,96",Veränderung zum Vortag,0.00%,06.02.25 23:43:28,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,96",Tagestief/-hoch,"99,96 / 99,96",52-Wochentief/-hoch,"0,00 / 99,97",Handelszeiten,08:00-17:30,Kupon,2.125%,Erster Zinstermin,11.08.2015,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,11.02.2015,Tief,"0,00","0,00","0,00","0,00","0,00","0,00",Hoch,"99,97","99,97","99,97","99,97","99,97","101,55",Entwicklung,0.18%,0.67%,1.40%,2.84%,5.00%,-1.52%,Emittent,Kommunalbanken AS,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,200.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,11.02.2015,Emissionsvolumen,691.636.500,Umlaufendes Volumen,691.636.500,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,09.02.2015,Fälligkeit,11.02.2025,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,200.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs1188118100-kommunalbanken-as-2-125-15-25,
07.02.25 09:21:51,Letzter Preis,"99,01",Veränderung zum Vortag,0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.01 / 0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,01",Tagestief/-hoch,"99,01 / 99,01",52-Wochentief/-hoch,"96,38 / 99,01",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8039",Rendite in % zu Brief,"-0,1966",Rendite in % zu Geld,"2,7668",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4402",Aufgelaufene Stückzinstage,161,Duration in Jahren,"0,561",Modified Duration,"0,553",Kupon,1.000%,Erster Zinstermin,03.09.2016,Anzahl Zinstermine,Jährlich,Zinslauf ab,03.09.2015,Tief,"98,78","98,47","97,77","96,38","93,63","93,63",Hoch,"99,01","99,01","99,01","99,01","99,01","103,26",Entwicklung,0.20%,0.54%,1.27%,2.47%,4.20%,-3.20%,Emittent,Nederlandse Waterschapsbank N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,03.09.2015,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,28.08.2015,Fälligkeit,03.09.2025,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs1284550941-nederlandse-waterschapsbank-n-v-1-15-25,
07.02.25 17:28:06,Letzter Preis,"97,77",Veränderung zum Vortag,-0.02%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.02 / -0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Schwedische Krone,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,77",Tagestief/-hoch,"97,77 / 98,36",52-Wochentief/-hoch,"94,85 / 98,86",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,6348",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,4125",Aufgelaufene Stückzinstage,339,Duration in Jahren,"2,036",Modified Duration,"1,930",Kupon,1.500%,Erster Zinstermin,02.03.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,02.03.2017,Tief,"97,38","97,32","97,32","94,85","91,82","91,76",Hoch,"98,54","98,86","98,86","98,86","98,86","102,94",Entwicklung,0.40%,-0.37%,0.33%,2.31%,3.14%,-3.61%,Emittent,European Investment Bank (EIB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,10.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,02.03.2017,Emissionsvolumen,2.500.000.000,Umlaufendes Volumen,2.500.000.000,Emissionswährung,SEK,Depotwährung,SEK,Notierungsaufnahme,08.08.2017,Fälligkeit,02.03.2027,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,10.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs1572222526-european-investment-bank-eib-1-5-17-27,
07.02.25 17:28:06,Letzter Preis,"99,12",Veränderung zum Vortag,0.02%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.018 / 0.02%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,12",Tagestief/-hoch,"99,118 / 99,12",52-Wochentief/-hoch,"96,054 / 99,18",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,6001",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,1545",Aufgelaufene Stückzinstage,226,Duration in Jahren,"0,381",Modified Duration,"0,378",Kupon,0.250%,Erster Zinstermin,30.06.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,16.05.2017,Tief,"98,794","98,41","97,583","96,054","92,95","92,95",Hoch,"99,12","99,18","99,18","99,18","99,18","101,56",Entwicklung,0.33%,0.70%,1.57%,3.00%,5.28%,-1.18%,Emittent,Kreditanstalt für Wiederaufbau,Branche,Schuldverschreibungen von Sonderinstituten,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.05.2017,Emissionsvolumen,2.000.000.000,Umlaufendes Volumen,2.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,11.05.2017,Fälligkeit,30.06.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs1612940558-kreditanstalt-fuer-wiederaufbau-0-25-17-25,
07.02.25 17:00:07,Letzter Preis,"96,64",Veränderung zum Vortag,-0.24%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.23 / -0.24%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,64",Tagestief/-hoch,"96,455 / 96,725",52-Wochentief/-hoch,"92,86 / 96,87",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,4681",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,1591",Aufgelaufene Stückzinstage,212,Duration in Jahren,"2,388",Modified Duration,"2,199",Kupon,2.000%,Erster Zinstermin,14.07.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,14.07.2017,Tief,"95,665","95,665","94,33","92,86","89,05","85,65",Hoch,"96,87","96,87","96,87","96,87","96,87","104,65",Entwicklung,0.77%,0.57%,2.01%,2.86%,6.15%,-7.24%,Emittent,Ignitis Group UAB,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,14.07.2017,Emissionsvolumen,300.000.000,Umlaufendes Volumen,300.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,13.07.2017,Fälligkeit,14.07.2027,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs1646530565-ignitis-group-uab-2-17-27,
07.02.25 09:21:51,Letzter Preis,"97,19",Veränderung zum Vortag,0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.04 / 0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,19",Tagestief/-hoch,"97,19 / 97,19",52-Wochentief/-hoch,"91,60 / 97,93",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,0368",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,9482",Aufgelaufene Stückzinstage,146,Duration in Jahren,"4,414",Modified Duration,"3,847",Kupon,2.375%,Erster Zinstermin,18.09.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,18.09.2017,Tief,"96,11","96,11","94,41","91,60","84,44","79,61",Hoch,"97,19","97,93","97,93","97,93","97,93","103,02",Entwicklung,0.49%,0.34%,2.94%,3.87%,9.82%,-5.66%,Emittent,Merlin Properties SOCIMI S.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,18.09.2017,Emissionsvolumen,400.000.000,Umlaufendes Volumen,400.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,14.09.2017,Fälligkeit,18.09.2029,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs1684831982-merlin-properties-socimi-s-a-2-375-17-29,
07.02.25 09:21:51,Letzter Preis,"97,75",Veränderung zum Vortag,0.03%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.03 / 0.03%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,75",Tagestief/-hoch,"97,75 / 97,75",52-Wochentief/-hoch,"94,16 / 97,75",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,5811",Rendite in % zu Brief,"2,5349",Rendite in % zu Geld,"2,6009",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4553",Aufgelaufene Stückzinstage,148,Duration in Jahren,"1,591",Modified Duration,"1,527",Kupon,1.125%,Erster Zinstermin,16.09.2018,Anzahl Zinstermine,Jährlich,Zinslauf ab,16.01.2018,Tief,"97,25","97,20","96,06","94,16","90,96","88,72",Hoch,"97,75","97,75","97,75","97,75","97,75","101,69",Entwicklung,0.39%,0.56%,1.76%,3.25%,4.99%,-2.80%,Emittent,ENEL Finance International N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.01.2018,Emissionsvolumen,1.250.000.000,Umlaufendes Volumen,1.250.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,12.01.2018,Fälligkeit,16.09.2026,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs1750986744-enel-finance-international-n-v-1-125-18-26,
07.02.25 17:00:15,Letzter Preis,"96,88",Veränderung zum Vortag,-0.19%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.18 / -0.19%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Schwedische Krone,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,88",Tagestief/-hoch,"96,88 / 96,94",52-Wochentief/-hoch,"91,42 / 97,87",Handelszeiten,08:00-17:30,Kupon,1.375%,Erster Zinstermin,02.02.2019,Anzahl Zinstermine,Jährlich,Zinslauf ab,02.02.2018,Tief,"96,35","96,33","94,56","91,42","89,45","89,45",Hoch,"97,34","97,87","97,87","97,87","97,87","102,83",Entwicklung,0.50%,0.04%,0.55%,2.69%,4.48%,-3.53%,Emittent,Kreditanstalt für Wiederaufbau,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,10.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,02.02.2018,Emissionsvolumen,5.000.000.000,Umlaufendes Volumen,5.000.000.000,Emissionswährung,SEK,Depotwährung,SEK,Notierungsaufnahme,02.02.2018,Fälligkeit,02.02.2028,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,10.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs1764081110-kreditanstalt-fuer-wiederaufbau-1-375-18-28,
07.02.25 09:21:51,Letzter Preis,"98,96",Veränderung zum Vortag,0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.01 / 0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"98,96",Tagestief/-hoch,"98,96 / 98,96",52-Wochentief/-hoch,"95,82 / 98,96",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8458",Rendite in % zu Brief,"-3,2580",Rendite in % zu Geld,"2,8214",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,2009",Aufgelaufene Stückzinstage,210,Duration in Jahren,"0,426",Modified Duration,"0,420",Kupon,0.350%,Erster Zinstermin,16.07.2019,Anzahl Zinstermine,Jährlich,Zinslauf ab,16.07.2018,Tief,"98,70","98,32","97,39","95,82","92,38","92,38",Hoch,"98,96","98,96","98,96","98,96","98,96","100,84",Entwicklung,0.25%,0.64%,1.61%,3.10%,3.37%,-1.00%,Emittent,Asian Development Bank (ADB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,16.07.2018,Emissionsvolumen,600.000.000,Umlaufendes Volumen,600.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,09.07.2018,Fälligkeit,16.07.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/xs1854893291-asian-development-bank-adb-0-35-18-25,
