"","TITLE"
"458","Par yield curve rate, 17-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"459","Par yield curve rate, 17-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"460","Par yield curve rate, 17-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"461","Par yield curve rate, 18-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"462","Par yield curve rate, 18-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"463","Par yield curve rate, 18-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"464","Par yield curve rate, 18-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"465","Par yield curve rate, 18-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"466","Par yield curve rate, 18-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"467","Par yield curve rate, 18-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"468","Par yield curve rate, 18-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"469","Par yield curve rate, 18-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"470","Par yield curve rate, 18-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"471","Par yield curve rate, 18-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"472","Par yield curve rate, 18-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"473","Par yield curve rate, 19-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"474","Par yield curve rate, 19-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"475","Par yield curve rate, 19-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"476","Par yield curve rate, 19-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"477","Par yield curve rate, 19-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"478","Par yield curve rate, 19-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"479","Par yield curve rate, 19-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"480","Par yield curve rate, 19-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"481","Par yield curve rate, 19-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"482","Par yield curve rate, 19-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"483","Par yield curve rate, 19-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"484","Par yield curve rate, 19-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"485","Par yield curve rate, 1-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"486","Par yield curve rate, 1-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"487","Par yield curve rate, 1-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"488","Par yield curve rate, 1-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"489","Par yield curve rate, 1-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"490","Par yield curve rate, 1-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"491","Par yield curve rate, 1-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"492","Par yield curve rate, 1-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"493","Par yield curve rate, 1-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"494","Par yield curve rate, 1-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"495","Par yield curve rate, 1-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"496","Par yield curve rate, 1-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"497","Par yield curve rate, 20-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"498","Par yield curve rate, 20-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"499","Par yield curve rate, 20-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"500","Par yield curve rate, 20-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"501","Par yield curve rate, 20-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"502","Par yield curve rate, 20-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"503","Par yield curve rate, 20-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"504","Par yield curve rate, 20-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"505","Par yield curve rate, 20-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"506","Par yield curve rate, 20-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"507","Par yield curve rate, 20-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"508","Par yield curve rate, 20-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"509","Par yield curve rate, 21-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"510","Par yield curve rate, 21-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"511","Par yield curve rate, 21-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"512","Par yield curve rate, 21-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"513","Par yield curve rate, 21-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"514","Par yield curve rate, 21-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"515","Par yield curve rate, 21-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"516","Par yield curve rate, 21-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"517","Par yield curve rate, 21-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"518","Par yield curve rate, 21-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"519","Par yield curve rate, 21-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"520","Par yield curve rate, 21-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"521","Par yield curve rate, 22-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"522","Par yield curve rate, 22-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"523","Par yield curve rate, 22-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"524","Par yield curve rate, 22-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"525","Par yield curve rate, 22-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"526","Par yield curve rate, 22-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"527","Par yield curve rate, 22-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"528","Par yield curve rate, 22-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"529","Par yield curve rate, 22-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"530","Par yield curve rate, 22-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"531","Par yield curve rate, 22-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"532","Par yield curve rate, 22-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"533","Par yield curve rate, 23-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"534","Par yield curve rate, 23-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"535","Par yield curve rate, 23-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"536","Par yield curve rate, 23-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"537","Par yield curve rate, 23-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"538","Par yield curve rate, 23-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"539","Par yield curve rate, 23-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"540","Par yield curve rate, 23-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"541","Par yield curve rate, 23-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"542","Par yield curve rate, 23-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"543","Par yield curve rate, 23-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"544","Par yield curve rate, 23-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"545","Par yield curve rate, 24-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"546","Par yield curve rate, 24-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"547","Par yield curve rate, 24-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"548","Par yield curve rate, 24-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"549","Par yield curve rate, 24-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"550","Par yield curve rate, 24-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"551","Par yield curve rate, 24-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"552","Par yield curve rate, 24-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"553","Par yield curve rate, 24-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"554","Par yield curve rate, 24-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"555","Par yield curve rate, 24-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"556","Par yield curve rate, 24-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"557","Par yield curve rate, 25-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"558","Par yield curve rate, 25-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"559","Par yield curve rate, 25-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"560","Par yield curve rate, 25-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"561","Par yield curve rate, 25-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"562","Par yield curve rate, 25-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"563","Par yield curve rate, 25-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"564","Par yield curve rate, 25-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"565","Par yield curve rate, 25-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"566","Par yield curve rate, 25-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"567","Par yield curve rate, 25-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"568","Par yield curve rate, 25-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"569","Par yield curve rate, 26-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"570","Par yield curve rate, 26-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"571","Par yield curve rate, 26-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"572","Par yield curve rate, 26-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"573","Par yield curve rate, 26-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"574","Par yield curve rate, 26-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"575","Par yield curve rate, 26-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"576","Par yield curve rate, 26-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"577","Par yield curve rate, 26-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"578","Par yield curve rate, 26-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"579","Par yield curve rate, 26-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"580","Par yield curve rate, 26-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"581","Par yield curve rate, 27-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"582","Par yield curve rate, 27-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"583","Par yield curve rate, 27-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"584","Par yield curve rate, 27-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"585","Par yield curve rate, 27-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"586","Par yield curve rate, 27-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"587","Par yield curve rate, 27-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"588","Par yield curve rate, 27-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"589","Par yield curve rate, 27-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"590","Par yield curve rate, 27-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"591","Par yield curve rate, 27-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"592","Par yield curve rate, 27-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"593","Par yield curve rate, 28-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"594","Par yield curve rate, 28-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"595","Par yield curve rate, 28-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"596","Par yield curve rate, 28-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"597","Par yield curve rate, 28-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"598","Par yield curve rate, 28-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"599","Par yield curve rate, 28-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"600","Par yield curve rate, 28-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"601","Par yield curve rate, 28-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"602","Par yield curve rate, 28-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"603","Par yield curve rate, 28-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"604","Par yield curve rate, 28-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"605","Par yield curve rate, 29-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"606","Par yield curve rate, 29-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"607","Par yield curve rate, 29-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"608","Par yield curve rate, 29-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"609","Par yield curve rate, 29-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"610","Par yield curve rate, 29-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"611","Par yield curve rate, 29-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"612","Par yield curve rate, 29-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"613","Par yield curve rate, 29-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"614","Par yield curve rate, 29-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"615","Par yield curve rate, 29-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"616","Par yield curve rate, 29-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"617","Par yield curve rate, 2-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"618","Par yield curve rate, 2-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"619","Par yield curve rate, 2-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"620","Par yield curve rate, 2-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"621","Par yield curve rate, 2-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"622","Par yield curve rate, 2-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"623","Par yield curve rate, 2-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"624","Par yield curve rate, 2-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"625","Par yield curve rate, 2-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"626","Par yield curve rate, 2-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"627","Par yield curve rate, 2-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"628","Par yield curve rate, 2-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"629","Par yield curve rate, 30-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"630","Par yield curve rate, 3-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"631","Par yield curve rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"632","Par yield curve rate, 3-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"633","Par yield curve rate, 3-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"634","Par yield curve rate, 3-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"635","Par yield curve rate, 3-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"636","Par yield curve rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"637","Par yield curve rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"638","Par yield curve rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"639","Par yield curve rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"640","Par yield curve rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"641","Par yield curve rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"642","Par yield curve rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"643","Par yield curve rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"644","Par yield curve rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"645","Par yield curve rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"646","Par yield curve rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"647","Par yield curve rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"648","Par yield curve rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"649","Par yield curve rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"650","Par yield curve rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"651","Par yield curve rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"652","Par yield curve rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"653","Par yield curve rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"654","Par yield curve rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"655","Par yield curve rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"656","Par yield curve rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"657","Par yield curve rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"658","Par yield curve rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"659","Par yield curve rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"660","Par yield curve rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"661","Par yield curve rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"662","Par yield curve rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"663","Par yield curve rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"664","Par yield curve rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"665","Par yield curve rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"666","Par yield curve rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"667","Par yield curve rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"668","Par yield curve rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"669","Par yield curve rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"670","Par yield curve rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"671","Par yield curve rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"672","Par yield curve rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"673","Par yield curve rate, 6-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"674","Par yield curve rate, 6-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"675","Par yield curve rate, 6-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"676","Par yield curve rate, 6-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"677","Par yield curve rate, 6-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"678","Par yield curve rate, 6-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"679","Par yield curve rate, 6-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"680","Par yield curve rate, 6-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"681","Par yield curve rate, 6-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"682","Par yield curve rate, 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"683","Par yield curve rate, 7-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"684","Par yield curve rate, 7-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"685","Par yield curve rate, 7-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"686","Par yield curve rate, 7-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"687","Par yield curve rate, 7-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"688","Par yield curve rate, 7-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"689","Par yield curve rate, 7-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"690","Par yield curve rate, 7-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"691","Par yield curve rate, 7-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"692","Par yield curve rate, 7-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"693","Par yield curve rate, 7-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"694","Par yield curve rate, 7-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"695","Par yield curve rate, 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"696","Par yield curve rate, 8-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"697","Par yield curve rate, 8-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"698","Par yield curve rate, 8-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"699","Par yield curve rate, 8-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"700","Par yield curve rate, 8-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"701","Par yield curve rate, 8-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"702","Par yield curve rate, 8-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"703","Par yield curve rate, 8-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"704","Par yield curve rate, 8-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"705","Par yield curve rate, 8-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
