"","Name","Clean_Company_Maturity","WKN","URL","ISIN","Company","Kupon_Maturity","Coupon","Maturity_Start","Maturity_End","is_green","last_price","DateTime","Volume.in.Euro","X.....","Currency","YTM","modified_duration","Kupon","Emittent","Branche","Fälligkeit","Schuldnerkündigungsart","Sonderkündigung","Nachrangig","Kleinste.handelbare.Einheit","Spezialist","Handelsmodell","Emissionsdatum","Emissionsvolumen","Umlaufendes.Volumen","Emissionswährung","Depotwährung","Notierungsaufnahme","Emission_year_2020.0","Emission_year_2021.0","Emission_year_2022.0","Emission_year_2023.0","Emission_year_2024.0","Emission_year_2025.0","Date","fälligkeit_datum","emission_datum","days_to_maturity","maturity_years"
"81","Iberdrola Finanzas S.A. 3,375% 22/32","iberdrola finanzas s a 3 375 22 32","A3LBMQ","https://www.boerse-frankfurt.de/anleihe/xs2558966953-iberdrola-finanzas-s-a-3-375-22-32","xs2558966953","iberdrola finanzas s a","3 375 22 32",3.375,22,32,1,101.34,NA,0,"-0,05","Euro",3.18,5.483,"33.75","Iberdrola Finanzas S,A,","WÃ¤hrungsanleihen","22,11,2032","Special call","","",100000,"ODDO BHF SE","Fortlaufende Auktion","22/11/2022",7.5e+08,7.5e+08,"EUR","EUR","22,11,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","22/11/2032","22/11/2022",2880,7.89041095890411
"82","Raiffeisen Bank International AG 4,75% 23/27","raiffeisen bank international ag 4 75 23 27","A3LDB9","https://www.boerse-frankfurt.de/anleihe/xs2579606927-raiffeisen-bank-international-ag-4-75-23-27","xs2579606927","raiffeisen bank international ag","4 75 23 27",4.75,23,27,0,101.13,NA,0,"-0,03","Euro",4.18,NA,"47.5","Raiffeisen Bank International AG","WÃ¤hrungsanleihen","26,01,2027","Special call","","",100000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","26/01/2023",1e+09,1e+09,"EUR","EUR","20,01,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","26/01/2027","26/01/2023",753,2.06301369863014
"83","EnBW International Finance B.V. 4% 23/35","enbw international finance b v 4 23 35","A3LDC3","https://www.boerse-frankfurt.de/anleihe/xs2579293536-enbw-international-finance-b-v-4-23-35","xs2579293536","enbw international finance b v","4 23 35",4,23,35,0,102.6,NA,0,"0,00","Euro",3.69,5.916,"40","EnBW International Finance B,V,","WÃ¤hrungsanleihen","24,01,2035","Special call","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","24/01/2023",7.5e+08,7.5e+08,"EUR","EUR","19,01,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","24/01/2035","24/01/2023",3673,10.0630136986301
"84","De Volksbank N.V. 4,875% 23/30","de volksbank n v 4 875 23 30","A3LE1X","https://www.boerse-frankfurt.de/anleihe/xs2592240712-de-volksbank-n-v-4-875-23-30","xs2592240712","de volksbank n v","4 875 23 30",4.875,23,30,1,106.02,NA,0,"-0,04","Euro",3.6,3.891,"48.75","De Volksbank N,V,","WÃ¤hrungsanleihen","07,03,2030","Special call","","Nein",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","07/03/2023",5e+08,5e+08,"EUR","EUR","02,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","07/03/2030","07/03/2023",1889,5.17534246575342
"85","East Japan Railway Co. 4,11% 23/43","east japan railway co 4 11 23 43","A3LEG0","https://www.boerse-frankfurt.de/anleihe/xs2588859376-east-japan-railway-co-4-11-23-43","xs2588859376","east japan railway co","4 11 23 43",4.11,23,43,1,104.48,NA,0,"-0,04","Euro",3.78,6.751,"41.1","East Japan Railway Co,","WÃ¤hrungsanleihen","22,02,2043","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","22/02/2023",7.5e+08,7.5e+08,"EUR","EUR","17,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","22/02/2043","22/02/2023",6624,18.1479452054795
"86","Japan Finance Organization for Municipalities 3,375% 23/28","japan finance organization for municipalities 3 375 23 28","A3LEGZ","https://www.boerse-frankfurt.de/anleihe/xs2572499726-japan-finance-organization-for-municipalities-3-375-23-28","xs2572499726","japan finance organization for municipalities","3 375 23 28",3.375,23,28,1,101.77,NA,0,"-0,08","Euro",2.79,2.663,"33.75","Japan Finance Organization for Municipalities","WÃ¤hrungsanleihen","22,02,2028","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","22/02/2023",5e+08,5e+08,"EUR","EUR","17,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","22/02/2028","22/02/2023",1145,3.13698630136986
"87","ProLogis International Funding II S.A. 4,625% 23/35","prologis international funding ii s a 4 625 23 35","A3LEHF","https://www.boerse-frankfurt.de/anleihe/xs2589820294-prologis-international-funding-ii-s-a-4-625-23-35","xs2589820294","prologis international funding ii s a","4 625 23 35",4.625,23,35,1,107.09,NA,0,"-0,17","Euro",3.79,NA,"46.25","ProLogis International Funding II S,A,","WÃ¤hrungsanleihen","21,02,2035","Special call","","",100000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","21/02/2023",6e+08,6e+08,"EUR","EUR","16,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","21/02/2035","21/02/2023",3701,10.1397260273973
"88","Volkswagen International Finance N.V. 3,875% 23/26","volkswagen international finance n v 3 875 23 26","A3LFX1","https://www.boerse-frankfurt.de/anleihe/xs2604697891-volkswagen-international-finance-n-v-3-875-23-26","xs2604697891","volkswagen international finance n v","3 875 23 26",3.875,23,26,1,100.4,NA,0,"-0,01","Euro",3.54,1.033,"38.75","Volkswagen International Finance N,V,","WÃ¤hrungsanleihen","29,03,2026","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","29/03/2023",1e+09,1e+09,"EUR","EUR","28,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","29/03/2026","29/03/2023",450,1.23287671232877
"89","Volkswagen International Finance N.V. 4,25% 23/29","volkswagen international finance n v 4 25 23 29","A3LFX2","https://www.boerse-frankfurt.de/anleihe/xs2604699327-volkswagen-international-finance-n-v-4-25-23-29","xs2604699327","volkswagen international finance n v","4 25 23 29",4.25,23,29,1,102.87,NA,0,"0,03","Euro",3.52,3.35,"42.5","Volkswagen International Finance N,V,","WÃ¤hrungsanleihen","29,03,2029","Special call","","",100000,"ODDO BHF SE","Fortlaufende Auktion","29/03/2023",7.5e+08,7.5e+08,"EUR","EUR","28,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","29/03/2029","29/03/2023",1546,4.23561643835616
"90","AB Svensk Exportkredit 3,25% 23/26","ab svensk exportkredit 3 25 23 26","A3LGGJ","https://www.boerse-frankfurt.de/anleihe/xs2610235801-ab-svensk-exportkredit-3-25-23-26","xs2610235801","ab svensk exportkredit","3 25 23 26",3.25,23,26,0,100.72,NA,0,"-0,04","Euro",2.68,1.078,"32.5","AB Svensk Exportkredit","WÃ¤hrungsanleihen","13,04,2026","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","13/04/2023",1.25e+09,1.25e+09,"EUR","EUR","11,04,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","13/04/2026","13/04/2023",465,1.27397260273973
"91","Nederlandse Waterschapsbank N.V. 3% 23/33","nederlandse waterschapsbank n v 3 23 33","A3LGS3","https://www.boerse-frankfurt.de/anleihe/xs2613821300-nederlandse-waterschapsbank-n-v-3-23-33","xs2613821300","nederlandse waterschapsbank n v","3 23 33",3,23,33,1,101.61,NA,0,"-0,09","Euro",2.78,5.894,"30","Nederlandse Waterschapsbank N,V,","WÃ¤hrungsanleihen","20,04,2033","Special call","","",100000,"BAADER BANK AG","Fortlaufende Auktion","20/04/2023",1.5e+09,1.5e+09,"EUR","EUR","17,04,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","20/04/2033","20/04/2023",3029,8.2986301369863
"92","Generali S.p.A. 5,399% 23/33","generali s p a 5 399 23 33","A3LGSY","https://www.boerse-frankfurt.de/anleihe/xs2609970848-generali-s-p-a-5-399-23-33","xs2609970848","generali s p a","5 399 23 33",5.399,23,33,1,110.19,NA,0,"-0,14","Euro",3.97,5.053,"53.99","Generali S,p,A,","WÃ¤hrungsanleihen","20,04,2033","Special call","","Ja",200000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","20/04/2023",5e+08,5e+08,"EUR","EUR","11,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","20/04/2033","20/04/2023",3029,8.2986301369863
"93","Mercedes-Benz International Finance B.V. 3,5% 23/26","mercedes benz international finance b v 3 5 23 26","A3LH6T","https://www.boerse-frankfurt.de/anleihe/de000a3lh6t7-mercedes-benz-international-finance-b-v-3-5-23-26","de000a3lh6t7","mercedes benz international finance b v","3 5 23 26",3.5,23,26,1,100.6,NA,0,"-0,02","Euro",3.06,1.194,"35","Mercedes-Benz International Finance B,V,","WÃ¤hrungsanleihen","30,05,2026","Special call","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","30/05/2023",1e+09,1e+09,"EUR","EUR","24,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","30/05/2026","30/05/2023",512,1.4027397260274
"94","Mercedes-Benz International Finance B.V. 3,7% 23/31","mercedes benz international finance b v 3 7 23 31","A3LH6U","https://www.boerse-frankfurt.de/anleihe/de000a3lh6u5-mercedes-benz-international-finance-b-v-3-7-23-31","de000a3lh6u5","mercedes benz international finance b v","3 7 23 31",3.7,23,31,1,102.96,NA,0,"-0,08","Euro",3.19,4.706,"37","Mercedes-Benz International Finance B,V,","WÃ¤hrungsanleihen","30,05,2031","Special call","","",1000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","30/05/2023",1e+09,1e+09,"EUR","EUR","24,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","30/05/2031","30/05/2023",2338,6.40547945205479
"95","Iberdrola Finanzas S.A. 3,625% 23/33","iberdrola finanzas s a 3 625 23 33","A3LKWK","https://www.boerse-frankfurt.de/anleihe/xs2648498371-iberdrola-finanzas-s-a-3-625-23-33","xs2648498371","iberdrola finanzas s a","3 625 23 33",3.625,23,33,1,102.37,NA,0,"-0,09","Euro",3.31,5.671,"36.25","Iberdrola Finanzas S,A,","WÃ¤hrungsanleihen","13,07,2033","Special call","","",100000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","13/07/2023",8.5e+08,8.5e+08,"EUR","EUR","06,07,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","13/07/2033","13/07/2023",3113,8.52876712328767
"96","Mizuho Financial Group Inc. 4,608% 23/30","mizuho financial group inc 4 608 23 30","A3LMES","https://www.boerse-frankfurt.de/anleihe/xs2672418055-mizuho-financial-group-inc-4-608-23-30","xs2672418055","mizuho financial group inc","4 608 23 30",4.608,23,30,1,106.42,NA,0,"0,15","Euro",3.36,4.239,"46.08","Mizuho Financial Group Inc,","WÃ¤hrungsanleihen","28,08,2030","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","28/08/2023",7.5e+08,7.5e+08,"EUR","EUR","24,08,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","28/08/2030","28/08/2023",2063,5.65205479452055
"97","East Japan Railway Co. 4,389% 23/43","east japan railway co 4 389 23 43","A3LMP0","https://www.boerse-frankfurt.de/anleihe/xs2673437484-east-japan-railway-co-4-389-23-43","xs2673437484","east japan railway co","4 389 23 43",4.389,23,43,1,108.82,NA,0,"-0,05","Euro",3.75,6.587,"43.89","East Japan Railway Co,","WÃ¤hrungsanleihen","05,09,2043","Special call","","",100000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","05/09/2023",7e+08,7e+08,"EUR","EUR","01,09,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","05/09/2043","05/09/2023",6819,18.6821917808219
"98","East Japan Railway Co. 3,976% 23/32","east japan railway co 3 976 23 32","A3LMP1","https://www.boerse-frankfurt.de/anleihe/xs2673433814-east-japan-railway-co-3-976-23-32","xs2673433814","east japan railway co","3 976 23 32",3.976,23,32,1,105.48,NA,0,"-0,05","Euro",3.18,5.302,"39.76","East Japan Railway Co,","WÃ¤hrungsanleihen","05,09,2032","Special call","","",100000,"ODDO BHF SE","Fortlaufende Auktion","05/09/2023",6e+08,6e+08,"EUR","EUR","01,09,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","05/09/2032","05/09/2023",2802,7.67671232876712
"99","Mercedes-Benz International Finance B.V. 3% 24/27","mercedes benz international finance b v 3 24 27","A3LSYG","https://www.boerse-frankfurt.de/anleihe/de000a3lsyg8-mercedes-benz-international-finance-b-v-3-24-27","de000a3lsyg8","mercedes benz international finance b v","3 24 27",3,24,27,0,100.5,NA,60.3,"0,00","Euro",2.79,2.168,"30","Mercedes-Benz International Finance B,V,","WÃ¤hrungsanleihen","10,07,2027","Special call","","",1000,"WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK","Fortlaufende Auktion","10/01/2024",8.5e+08,8.5e+08,"EUR","EUR","08,01,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","10/07/2027","10/01/2024",918,2.51506849315069
"100","Mercedes-Benz International Finance B.V. 3,25% 24/32","mercedes benz international finance b v 3 25 24 32","A3LSYH","https://www.boerse-frankfurt.de/anleihe/de000a3lsyh6-mercedes-benz-international-finance-b-v-3-25-24-32","de000a3lsyh6","mercedes benz international finance b v","3 25 24 32",3.25,24,32,0,100.69,NA,38.262,"0,29","Euro",3.14,5.065,"32.5","Mercedes-Benz International Finance B,V,","WÃ¤hrungsanleihen","10,01,2032","Special call","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","10/01/2024",8.5e+08,8.5e+08,"EUR","EUR","08,01,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","10/01/2032","10/01/2024",2563,7.02191780821918
"101","Caisse Francaise de Financement Local 3,125% 24/33","caisse francaise de financement local 3 125 24 33","A3LTN2","https://www.boerse-frankfurt.de/anleihe/fr001400ne03-caisse-francaise-de-financement-local-3-125-24-33","fr001400ne03","caisse francaise de financement local","3 125 24 33",3.125,24,33,0,100.02,NA,0,"0,02","Euro",3.12,5.991,"31.25","Caisse Francaise de Financement Local","WÃ¤hrungsanleihen","24,11,2033","","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","24/01/2024",1e+09,1e+09,"EUR","EUR","19,01,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","24/11/2033","24/01/2024",3247,8.8958904109589
"102","Ungarn, Republik 4% 24/29","ungarn republik 4 24 29","A3LTSV","https://www.boerse-frankfurt.de/anleihe/xs2753429047-ungarn-republik-4-24-29","xs2753429047","ungarn republik","4 24 29",4,24,29,0,100.81,NA,0,"0,02","Euro",3.81,3.57,"40","Ungarn","WÃ¤hrungsanleihen","25,07,2029","","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","25/01/2024",1.5e+09,1.5e+09,"EUR","EUR","22,01,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","25/07/2029","25/01/2024",1664,4.55890410958904
"103","Quebec, Provinz 3,125% 24/34","quebec provinz 3 125 24 34","A3LWHV","https://www.boerse-frankfurt.de/anleihe/xs2792222379-quebec-provinz-3-125-24-34","xs2792222379","quebec provinz","3 125 24 34",3.125,24,34,0,100.68,NA,0,"-0,02","Euro",3.04,6.156,"31.25","Quebec","WÃ¤hrungsanleihen","27,03,2034","Special call","","",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","27/03/2024",2.25e+09,2.25e+09,"EUR","EUR","21,03,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","27/03/2034","27/03/2024",3370,9.23287671232877
"104","ZF Finance GmbH 2,25% 21/28","zf finance gmbh 2 25 21 28","A3MP6J","https://www.boerse-frankfurt.de/anleihe/xs2399851901-zf-finance-gmbh-2-25-21-28","xs2399851901","zf finance gmbh","2 25 21 28",2.25,21,28,1,91.17,NA,0,"0,36","Euro",5.13,2.676,"22.5","ZF Finance GmbH","(Industrie-) und Bankschuldverschreibungen","03,05,2028","Special call","","",100000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","03/11/2021",5e+08,5e+08,"EUR","EUR","25,10,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","03/05/2028","03/11/2021",1216,3.33150684931507
"105","RWE AG 0,5% 21/28","rwe ag 0 5 21 28","A3MP70","https://www.boerse-frankfurt.de/anleihe/xs2412044567-rwe-ag-0-5-21-28","xs2412044567","rwe ag","0 5 21 28",0.5,21,28,1,91.48,NA,0,"-0,01","Euro",2.8,3.367,"0,500%","RWE AG","(Industrie-) und Bankschuldverschreibungen","26,11,2028","Special call","","",1000,"BAADER BANK AG","Fortlaufende Auktion","26/11/2021",7.5e+08,7.5e+08,"EUR","EUR","19,11,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","26/11/2028","26/11/2021",1423,3.8986301369863
"106","RWE AG 1% 21/33","rwe ag 1 21 33","A3MP71","https://www.boerse-frankfurt.de/anleihe/xs2412044641-rwe-ag-1-21-33","xs2412044641","rwe ag","1 21 33",1,21,33,1,80.77,NA,0,"-0,37","Euro",3.5,6.239,"10","RWE AG","(Industrie-) und Bankschuldverschreibungen","26,11,2033","Special call","","",1000,"BAADER BANK AG","Fortlaufende Auktion","26/11/2021",6e+08,6e+08,"EUR","EUR","19,11,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","26/11/2033","26/11/2021",3249,8.9013698630137
"107","E.ON SE 0,875% 22/34","e on se 0 875 22 34","A3MP81","https://www.boerse-frankfurt.de/anleihe/xs2433244246-e-on-se-0-875-22-34","xs2433244246","e on se","0 875 22 34",0.875,22,34,1,80.51,NA,0,"-0,05","Euro",3.17,6.703,"0,875%","E,ON SE","(Industrie-) und Bankschuldverschreibungen","18,10,2034","Special call","","",1000,"ODDO BHF SE","Fortlaufende Auktion","18/01/2022",8e+08,8e+08,"EUR","EUR","13,01,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","18/10/2034","18/01/2022",3575,9.79452054794521
"108","E.ON SE 1,625% 22/31","e on se 1 625 22 31","A3MQY9","https://www.boerse-frankfurt.de/anleihe/xs2463518998-e-on-se-1-625-22-31","xs2463518998","e on se","1 625 22 31",1.625,22,31,1,91.42,NA,0,"-0,04","Euro",3.14,4.884,"16.25","E,ON SE","(Industrie-) und Bankschuldverschreibungen","29,03,2031","Special call","","",1000,"BAADER BANK AG","Fortlaufende Auktion","29/03/2022",7.5e+08,7.5e+08,"EUR","EUR","29,03,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","29/03/2031","29/03/2022",2276,6.23561643835616
"109","Landwirtschaftliche Rentenbank 1,9% 22/32","landwirtschaftliche rentenbank 1 9 22 32","A3UFV9","https://www.boerse-frankfurt.de/anleihe/xs2500341990-landwirtschaftliche-rentenbank-1-9-22-32","xs2500341990","landwirtschaftliche rentenbank","1 9 22 32",1.9,22,32,1,94.64,NA,0,"-0,39","Euro",2.68,5.739,"19","Landwirtschaftliche Rentenbank","Schuldverschreibungen von Sonderinstituten","12,07,2032","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","12/07/2022",1e+09,1e+09,"EUR","EUR","08,07,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","12/07/2032","12/07/2022",2747,7.52602739726027
"110","Berlin Hyp AG 0,01% 20/28","berlin hyp ag 0 01 20 28","BHY0GD","https://www.boerse-frankfurt.de/anleihe/de000bhy0gd1-berlin-hyp-ag-0-01-20-28","de000bhy0gd1","berlin hyp ag","0 01 20 28",0.01,20,28,1,91.32,NA,0,"-0,07","Euro",2.6,3.088,"0,010%","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","07,07,2028","","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","07/07/2020",5e+08,5e+08,"EUR","EUR","02,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","07/07/2028","07/07/2020",1281,3.50958904109589
"111","Berlin Hyp AG 0,01% 21/28","berlin hyp ag 0 01 21 28","BHY0GE","https://www.boerse-frankfurt.de/anleihe/de000bhy0ge9-berlin-hyp-ag-0-01-21-28","de000bhy0ge9","berlin hyp ag","0 01 21 28",0.01,21,28,1,92.11,NA,0,"-0,09","Euro",2.7,2.692,"0,010%","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","24,01,2028","","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","24/03/2021",5e+08,5e+08,"EUR","EUR","18,03,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","24/01/2028","24/03/2021",1116,3.05753424657534
"112","Berlin Hyp AG 3% 23/33","berlin hyp ag 3 23 33","BHY0GM","https://www.boerse-frankfurt.de/anleihe/de000bhy0gm2-berlin-hyp-ag-3-23-33","de000bhy0gm2","berlin hyp ag","3 23 33",3,23,33,1,101.39,NA,0,"-0,04","Euro",2.81,5.771,"30","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","10,01,2033","","","",1000,"BAADER BANK AG","Fortlaufende Auktion","10/01/2023",7.5e+08,7.5e+08,"EUR","EUR","05,01,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","10/01/2033","10/01/2023",2929,8.02465753424658
"113","Berlin Hyp AG 0,375% 22/27","berlin hyp ag 0 375 22 27","BHY0GN","https://www.boerse-frankfurt.de/anleihe/de000bhy0gn0-berlin-hyp-ag-0-375-22-27","de000bhy0gn0","berlin hyp ag","0 375 22 27",0.375,22,27,1,95.47,NA,0,"-0,02","Euro",2.63,1.803,"0,375%","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","25,01,2027","Special call","","",100000,"ODDO BHF SE","Fortlaufende Auktion","25/01/2022",5e+08,5e+08,"EUR","EUR","20,01,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","25/01/2027","25/01/2022",752,2.06027397260274
"114","Berlin Hyp AG 2,875% 23/30","berlin hyp ag 2 875 23 30","BHY0GT","https://www.boerse-frankfurt.de/anleihe/de000bhy0gt7-berlin-hyp-ag-2-875-23-30","de000bhy0gt7","berlin hyp ag","2 875 23 30",2.875,23,30,1,100.6,NA,0,"-0,08","Euro",2.76,4.326,"28.75","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","24,05,2030","","","",1000,"WOLFGANG STEUBING AG","Fortlaufende Auktion","24/05/2023",7.5e+08,7.5e+08,"EUR","EUR","18,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","24/05/2030","24/05/2023",1967,5.38904109589041
"115","Berlin Hyp AG 0,01% 20/30","berlin hyp ag 0 01 20 30","BHY0GX","https://www.boerse-frankfurt.de/anleihe/de000bhy0gx9-berlin-hyp-ag-0-01-20-30","de000bhy0gx9","berlin hyp ag","0 01 20 30",0.01,20,30,1,85.97,NA,0,"-0,21","Euro",2.67,4.779,"0,010%","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","02,09,2030","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","02/09/2020",5e+08,5e+08,"EUR","EUR","27,08,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","02/09/2030","02/09/2020",2068,5.66575342465753
"116","Berlin Hyp AG 3,375% 23/28","berlin hyp ag 3 375 23 28","BHY0SC","https://www.boerse-frankfurt.de/anleihe/de000bhy0jy1-berlin-hyp-ag-3-375-23-28","de000bhy0jy1","berlin hyp ag","3 375 23 28",3.375,23,28,0,102.21,NA,3.066,"-0,16","Euro",2.65,2.716,"33.75","Berlin Hyp AG","Pfandbriefe von Hypothekenbankenoder","07,03,2028","","","",1000,"BAADER BANK AG","Fortlaufende Auktion","07/03/2023",7.5e+08,7.5e+08,"EUR","EUR","02,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","07/03/2028","07/03/2023",1159,3.17534246575342
"117","Bayerische Landesbank 1,375% 21/32","bayerische landesbank 1 375 21 32","BLB8DN","https://www.boerse-frankfurt.de/anleihe/xs2411178630-bayerische-landesbank-1-375-21-32","xs2411178630","bayerische landesbank","1 375 21 32",1.375,21,32,1,93.16,NA,0,"0,52","Euro",2.32,NA,"13.75","Bayerische Landesbank","Pfandbriefe von Hypothekenbankenoder","22,11,2032","Special call","22/11/2027","Ja",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","22/11/2021",5e+08,5e+08,"EUR","EUR","17,11,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","22/11/2032","22/11/2021",2880,7.89041095890411
"118","Deutsche Bank AG 3,7% 23/28","deutsche bank ag 3 7 23 28","DB9VLY","https://www.boerse-frankfurt.de/anleihe/de000db9vly7-deutsche-bank-ag-3-7-23-28","de000db9vly7","deutsche bank ag","3 7 23 28",3.7,23,28,0,104.21,NA,19.799,"2,38","Euro",2.56,NA,"37","Deutsche Bank AG","(Industrie-) und Bankschuldverschreibungen","07,12,2028","","","",100,"ODDO BHF SE","Fortlaufende Auktion","07/12/2023",5e+08,5e+08,"EUR","EUR","10,11,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","07/12/2028","07/12/2023",1434,3.92876712328767
"119","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,5% 20/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 5 20 27","DFK0A8","https://www.boerse-frankfurt.de/anleihe/de000dfk0a89-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27","de000dfk0a89","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 5 20 27",0.5,20,27,0,94.3,NA,0,"0,00","Euro",2.62,2.442,"0,500%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","19,10,2027","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/07/2020",2.5e+07,2.5e+07,"EUR","EUR","20,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","19/10/2027","17/07/2020",1019,2.79178082191781
