Name,Clean_Company_Maturity,WKN,URL,ISIN,Company + Kupon and Maturity,Company,Kupon_Maturity,Coupon,Maturity_Start,Maturity_End,is_green
"BASF SE 1,5% 22/31",basf se 1 5 22 31,A3MQYV,https://www.boerse-frankfurt.de/anleihe/xs2456247787-basf-se-1-5-22-31,xs2456247787,#NAME?,basf se,1 5 22 31,1.5,22,31,1
"BASF SE 1,5% 22/31",basf se 1 5 22 31,A3MQYV,https://www.boerse-frankfurt.de/anleihe/xs2456247787-basf-se-1-5-22-31,xs2456247787,basf-se-1-5-22-31,basf se,1 5 22 31,1.5,22,31,0
"Landwirtschaftliche Rentenbank 0,1% 22/27",landwirtschaftliche rentenbank 0 1 22 27,A3UFV5,https://www.boerse-frankfurt.de/anleihe/xs2453958766-landwirtschaftliche-rentenbank-0-1-22-27,xs2453958766,landwirtschaftliche-rentenbank-0-1-22-27,landwirtschaftliche rentenbank,0 1 22 27,0.1,22,27,0
"Landwirtschaftliche Rentenbank 1,9% 22/32",landwirtschaftliche rentenbank 1 9 22 32,A3UFV9,https://www.boerse-frankfurt.de/anleihe/xs2500341990-landwirtschaftliche-rentenbank-1-9-22-32,xs2500341990,#NAME?,landwirtschaftliche rentenbank,1 9 22 32,1.9,22,32,1
"Landwirtschaftliche Rentenbank 1,9% 22/32",landwirtschaftliche rentenbank 1 9 22 32,A3UFV9,https://www.boerse-frankfurt.de/anleihe/xs2500341990-landwirtschaftliche-rentenbank-1-9-22-32,xs2500341990,landwirtschaftliche-rentenbank-1-9-22-32,landwirtschaftliche rentenbank,1 9 22 32,1.9,22,32,0
"Landwirtschaftliche Rentenbank 2,75% 23/32",landwirtschaftliche rentenbank 2 75 23 32,A3UFWG,https://www.boerse-frankfurt.de/anleihe/xs2587748174-landwirtschaftliche-rentenbank-2-75-23-32,xs2587748174,landwirtschaftliche-rentenbank-2-75-23-32,landwirtschaftliche rentenbank,2 75 23 32,2.75,23,32,0
"International Finance Corp. 11,5% 25/30",international finance corp 11 5 25 30,A4D5NV,https://www.boerse-frankfurt.de/anleihe/xs2977993471-international-finance-corp-11-5-25-30,xs2977993471,international-finance-corp-11-5-25-30,international finance corp,11 5 25 30,11.5,25,30,0
"Evonik Industries AG 3,25% 25/30",evonik industries ag 3 25 25 30,A4DFCB,https://www.boerse-frankfurt.de/anleihe/de000a4dfcb7-evonik-industries-ag-3-25-25-30,de000a4dfcb7,evonik-industries-ag-3-25-25-30,evonik industries ag,3 25 25 30,3.25,25,30,0
"Berlin Hyp AG 0,01% 20/28",berlin hyp ag 0 01 20 28,BHY0GD,https://www.boerse-frankfurt.de/anleihe/de000bhy0gd1-berlin-hyp-ag-0-01-20-28,de000bhy0gd1,#NAME?,berlin hyp ag,0 01 20 28,0.01,20,28,1
"Berlin Hyp AG 0,01% 20/28",berlin hyp ag 0 01 20 28,BHY0GD,https://www.boerse-frankfurt.de/anleihe/de000bhy0gd1-berlin-hyp-ag-0-01-20-28,de000bhy0gd1,berlin-hyp-ag-0-01-20-28,berlin hyp ag,0 01 20 28,0.01,20,28,0
"Berlin Hyp AG 0,01% 21/28",berlin hyp ag 0 01 21 28,BHY0GE,https://www.boerse-frankfurt.de/anleihe/de000bhy0ge9-berlin-hyp-ag-0-01-21-28,de000bhy0ge9,#NAME?,berlin hyp ag,0 01 21 28,0.01,21,28,1
"Berlin Hyp AG 0,01% 21/28",berlin hyp ag 0 01 21 28,BHY0GE,https://www.boerse-frankfurt.de/anleihe/de000bhy0ge9-berlin-hyp-ag-0-01-21-28,de000bhy0ge9,berlin-hyp-ag-0-01-21-28,berlin hyp ag,0 01 21 28,0.01,21,28,0
Berlin Hyp AG 3% 23/33,berlin hyp ag 3 23 33,BHY0GM,https://www.boerse-frankfurt.de/anleihe/de000bhy0gm2-berlin-hyp-ag-3-23-33,de000bhy0gm2,#NAME?,berlin hyp ag,3 23 33,3,23,33,1
Berlin Hyp AG 3% 23/33,berlin hyp ag 3 23 33,BHY0GM,https://www.boerse-frankfurt.de/anleihe/de000bhy0gm2-berlin-hyp-ag-3-23-33,de000bhy0gm2,berlin-hyp-ag-3-23-33,berlin hyp ag,3 23 33,3,23,33,0
"Berlin Hyp AG 0,375% 22/27",berlin hyp ag 0 375 22 27,BHY0GN,https://www.boerse-frankfurt.de/anleihe/de000bhy0gn0-berlin-hyp-ag-0-375-22-27,de000bhy0gn0,#NAME?,berlin hyp ag,0 375 22 27,0.375,22,27,1
"Berlin Hyp AG 0,375% 22/27",berlin hyp ag 0 375 22 27,BHY0GN,https://www.boerse-frankfurt.de/anleihe/de000bhy0gn0-berlin-hyp-ag-0-375-22-27,de000bhy0gn0,berlin-hyp-ag-0-375-22-27,berlin hyp ag,0 375 22 27,0.375,22,27,0
"Berlin Hyp AG 2,875% 23/30",berlin hyp ag 2 875 23 30,BHY0GT,https://www.boerse-frankfurt.de/anleihe/de000bhy0gt7-berlin-hyp-ag-2-875-23-30,de000bhy0gt7,#NAME?,berlin hyp ag,2 875 23 30,2.875,23,30,1
"Berlin Hyp AG 2,875% 23/30",berlin hyp ag 2 875 23 30,BHY0GT,https://www.boerse-frankfurt.de/anleihe/de000bhy0gt7-berlin-hyp-ag-2-875-23-30,de000bhy0gt7,berlin-hyp-ag-2-875-23-30,berlin hyp ag,2 875 23 30,2.875,23,30,0
"Berlin Hyp AG 0,01% 20/30",berlin hyp ag 0 01 20 30,BHY0GX,https://www.boerse-frankfurt.de/anleihe/de000bhy0gx9-berlin-hyp-ag-0-01-20-30,de000bhy0gx9,#NAME?,berlin hyp ag,0 01 20 30,0.01,20,30,1
"Berlin Hyp AG 0,01% 20/30",berlin hyp ag 0 01 20 30,BHY0GX,https://www.boerse-frankfurt.de/anleihe/de000bhy0gx9-berlin-hyp-ag-0-01-20-30,de000bhy0gx9,berlin-hyp-ag-0-01-20-30,berlin hyp ag,0 01 20 30,0.01,20,30,0
"Berlin Hyp AG 0,25% 21/33",berlin hyp ag 0 25 21 33,BHY0HW,https://www.boerse-frankfurt.de/anleihe/de000bhy0hw9-berlin-hyp-ag-0-25-21-33,de000bhy0hw9,berlin-hyp-ag-0-25-21-33,berlin hyp ag,0 25 21 33,0.25,21,33,0
Berlin Hyp AG 3% 22/27,berlin hyp ag 3 22 27,BHY0JW,https://www.boerse-frankfurt.de/anleihe/de000bhy0jw5-berlin-hyp-ag-3-22-27,de000bhy0jw5,berlin-hyp-ag-3-22-27,berlin hyp ag,3 22 27,3,22,27,0
"Berlin Hyp AG 3,375% 23/28",berlin hyp ag 3 375 23 28,BHY0SC,https://www.boerse-frankfurt.de/anleihe/de000bhy0jy1-berlin-hyp-ag-3-375-23-28,de000bhy0jy1,berlin-hyp-ag-3-375-23-28,berlin hyp ag,3 375 23 28,3.375,23,28,0
"Berlin Hyp AG 3,375% 23/28",berlin hyp ag 3 375 23 28,BHY0SC,https://www.boerse-frankfurt.de/anleihe/de000bhy0sc8-berlin-hyp-ag-3-375-23-28,de000bhy0sc8,berlin-hyp-ag-3-375-23-28,berlin hyp ag,3 375 23 28,3.375,23,28,0
"Bayerische Landesbank 2,875% 24/28",bayerische landesbank 2 875 24 28,BLB6J2,https://www.boerse-frankfurt.de/anleihe/xs2782184902-bayerische-landesbank-2-875-24-28,xs2782184902,bayerische-landesbank-2-875-24-28,bayerische landesbank,2 875 24 28,2.875,24,28,0
Bayerische Landesbank 1% 21/31,bayerische landesbank 1 21 31,BLB8DM,https://www.boerse-frankfurt.de/anleihe/xs2356569736-bayerische-landesbank-1-21-31,xs2356569736,#NAME?,bayerische landesbank,1 21 31,1,21,31,1
Bayerische Landesbank 1% 21/31,bayerische landesbank 1 21 31,BLB8DM,https://www.boerse-frankfurt.de/anleihe/xs2356569736-bayerische-landesbank-1-21-31,xs2356569736,bayerische-landesbank-1-21-31,bayerische landesbank,1 21 31,1,21,31,0
"Bayerische Landesbank 1,375% 21/32",bayerische landesbank 1 375 21 32,BLB8DN,https://www.boerse-frankfurt.de/anleihe/xs2411178630-bayerische-landesbank-1-375-21-32,xs2411178630,#NAME?,bayerische landesbank,1 375 21 32,1.375,21,32,1
"Bayerische Landesbank 1,375% 21/32",bayerische landesbank 1 375 21 32,BLB8DN,https://www.boerse-frankfurt.de/anleihe/xs2411178630-bayerische-landesbank-1-375-21-32,xs2411178630,bayerische-landesbank-1-375-21-32,bayerische landesbank,1 375 21 32,1.375,21,32,0
"Commerzbank AG 0,75% 20/26",commerzbank ag 0 75 20 26,CB0HRQ,https://www.boerse-frankfurt.de/anleihe/de000cb0hrq9-commerzbank-ag-0-75-20-26,de000cb0hrq9,#NAME?,commerzbank ag,0 75 20 26,0.75,20,26,1
"Commerzbank AG 0,75% 20/26",commerzbank ag 0 75 20 26,CB0HRQ,https://www.boerse-frankfurt.de/anleihe/de000cb0hrq9-commerzbank-ag-0-75-20-26,de000cb0hrq9,commerzbank-ag-0-75-20-26,commerzbank ag,0 75 20 26,0.75,20,26,0
"Commerzbank AG 5,25% 23/29",commerzbank ag 5 25 23 29,CZ439B,https://www.boerse-frankfurt.de/anleihe/de000cz439b6-commerzbank-ag-5-25-23-29,de000cz439b6,#NAME?,commerzbank ag,5 25 23 29,5.25,23,29,1
"Commerzbank AG 5,25% 23/29",commerzbank ag 5 25 23 29,CZ439B,https://www.boerse-frankfurt.de/anleihe/de000cz439b6-commerzbank-ag-5-25-23-29,de000cz439b6,commerzbank-ag-5-25-23-29,commerzbank ag,5 25 23 29,5.25,23,29,0
"Commerzbank AG 2,75% 24/31",commerzbank ag 2 75 24 31,CZ439P,https://www.boerse-frankfurt.de/anleihe/de000cz439p6-commerzbank-ag-2-75-24-31,de000cz439p6,commerzbank-ag-2-75-24-31,commerzbank ag,2 75 24 31,2.75,24,31,0
"Commerzbank AG 2,5% 24/27",commerzbank ag 2 5 24 27,CZ439Q,https://www.boerse-frankfurt.de/anleihe/de000cz439q4-commerzbank-ag-2-5-24-27,de000cz439q4,commerzbank-ag-2-5-24-27,commerzbank ag,2 5 24 27,2.5,24,27,0
"Commerzbank AG 3,5% 23/26",commerzbank ag 3 5 23 26,CZ43Z3,https://www.boerse-frankfurt.de/anleihe/de000cz43z31-commerzbank-ag-3-5-23-26,de000cz43z31,commerzbank-ag-3-5-23-26,commerzbank ag,3 5 23 26,3.5,23,26,0
"Commerzbank AG 3,4% 23/26",commerzbank ag 3 4 23 26,CZ43Z8,https://www.boerse-frankfurt.de/anleihe/de000cz43z80-commerzbank-ag-3-4-23-26,de000cz43z80,commerzbank-ag-3-4-23-26,commerzbank ag,3 4 23 26,3.4,23,26,0
Commerzbank AG 3% 23/27,commerzbank ag 3 23 27,CZ43ZM,https://www.boerse-frankfurt.de/anleihe/de000cz43zv1-commerzbank-ag-3-23-27,de000cz43zv1,commerzbank-ag-3-23-27,commerzbank ag,3 23 27,3,23,27,0
"Commerzbank AG 3,125% 23/29",commerzbank ag 3 125 23 29,CZ43ZX,https://www.boerse-frankfurt.de/anleihe/de000cz43zx7-commerzbank-ag-3-125-23-29,de000cz43zx7,commerzbank-ag-3-125-23-29,commerzbank ag,3 125 23 29,3.125,23,29,0
Commerzbank AG 4% 20/30,commerzbank ag 4 20 30,CZ45V2,https://www.boerse-frankfurt.de/anleihe/de000cz45v25-commerzbank-ag-4-20-30,de000cz45v25,commerzbank-ag-4-20-30,commerzbank ag,4 20 30,4,20,30,0
"Commerzbank AG 0,375% 20/27",commerzbank ag 0 375 20 27,CZ45V8,https://www.boerse-frankfurt.de/anleihe/de000cz45v82-commerzbank-ag-0-375-20-27,de000cz45v82,commerzbank-ag-0-375-20-27,commerzbank ag,0 375 20 27,0.375,20,27,0
Commerzbank AG 3% 22/27,commerzbank ag 3 22 27,CZ45W5,https://www.boerse-frankfurt.de/anleihe/de000cz45w57-commerzbank-ag-3-22-27,de000cz45w57,#NAME?,commerzbank ag,3 22 27,3,22,27,1
Commerzbank AG 3% 22/27,commerzbank ag 3 22 27,CZ45W5,https://www.boerse-frankfurt.de/anleihe/de000cz45w57-commerzbank-ag-3-22-27,de000cz45w57,commerzbank-ag-3-22-27,commerzbank ag,3 22 27,3,22,27,0
"Commerzbank AG 2,25% 22/32",commerzbank ag 2 25 22 32,CZ45W9,https://www.boerse-frankfurt.de/anleihe/de000cz45w99-commerzbank-ag-2-25-22-32,de000cz45w99,commerzbank-ag-2-25-22-32,commerzbank ag,2 25 22 32,2.25,22,32,0
"Commerzbank AG 2,85% 24/26",commerzbank ag 2 85 24 26,CZ45YT,https://www.boerse-frankfurt.de/anleihe/de000cz45yt3-commerzbank-ag-2-85-24-26,de000cz45yt3,commerzbank-ag-2-85-24-26,commerzbank ag,2 85 24 26,2.85,24,26,0
"Commerzbank AG 2,4% 24/26",commerzbank ag 2 4 24 26,CZ45YY,https://www.boerse-frankfurt.de/anleihe/de000cz45yy3-commerzbank-ag-2-4-24-26,de000cz45yy3,commerzbank-ag-2-4-24-26,commerzbank ag,2 4 24 26,2.4,24,26,0
"Deutsche Bank AG 3,7% 23/28",deutsche bank ag 3 7 23 28,DB9VLY,https://www.boerse-frankfurt.de/anleihe/de000db9vly7-deutsche-bank-ag-3-7-23-28,de000db9vly7,deutsche-bank-ag-3-7-23-28,deutsche bank ag,3 7 23 28,3.7,23,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 7,66% 23/33",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 7 66 23 33,DD5A4H,https://www.boerse-frankfurt.de/anleihe/de000dd5a4h4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-7-66-23-33,de000dd5a4h4,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-7-66-23-33,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,7 66 23 33,7.66,23,33,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,67% 20/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 67 20 28,DFK0A0,https://www.boerse-frankfurt.de/anleihe/de000dfk0a06-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-67-20-28,de000dfk0a06,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-67-20-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 67 20 28,0.67,20,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/32",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 32,DFK0A1,https://www.boerse-frankfurt.de/anleihe/de000dfk0a14-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-32,de000dfk0a14,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-32,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 8 20 32,0.8,20,32,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/32",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 32,DFK0A1,https://www.boerse-frankfurt.de/anleihe/de000dda0wq0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-32,de000dda0wq0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-32,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 8 20 32,0.8,20,32,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1% 20/31",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 20 31,DFK0A3,https://www.boerse-frankfurt.de/anleihe/de000dfk0a30-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-31,de000dfk0a30,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-31,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,1 20 31,1,20,31,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,5% 20/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 5 20 27,DFK0A8,https://www.boerse-frankfurt.de/anleihe/de000dfk0a89-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,de000dfk0a89,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 5 20 27,0.5,20,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,5% 20/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 5 20 27,DFK0A8,https://www.boerse-frankfurt.de/anleihe/de000dda0x62-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,de000dda0x62,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 5 20 27,0.5,20,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,5% 20/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 5 20 27,DFK0A8,https://www.boerse-frankfurt.de/anleihe/de000dda0v15-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,de000dda0v15,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-5-20-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 5 20 27,0.5,20,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,75% 20/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 75 20 28,DFK0A9,https://www.boerse-frankfurt.de/anleihe/de000dfk0a97-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-28,de000dfk0a97,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 75 20 28,0.75,20,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,75% 20/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 75 20 28,DFK0A9,https://www.boerse-frankfurt.de/anleihe/de000dfk0bh9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-28,de000dfk0bh9,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 75 20 28,0.75,20,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,797% 20/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 797 20 29,DFK0AA,https://www.boerse-frankfurt.de/anleihe/de000dfk0aa6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-797-20-29,de000dfk0aa6,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-797-20-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 797 20 29,3.797,20,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,82% 20/30",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 82 20 30,DFK0AC,https://www.boerse-frankfurt.de/anleihe/de000dfk0ac2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-82-20-30,de000dfk0ac2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-82-20-30,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 82 20 30,0.82,20,30,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1,04% 20/34",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 04 20 34,DFK0AD,https://www.boerse-frankfurt.de/anleihe/de000dfk0ad0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-04-20-34,de000dfk0ad0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-04-20-34,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,1 04 20 34,1.04,20,34,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,831% 20/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 831 20 27,DFK0AF,https://www.boerse-frankfurt.de/anleihe/de000dfk0af5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-831-20-27,de000dfk0af5,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-831-20-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 831 20 27,3.831,20,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,77% 20/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 77 20 26,DFK0AG,https://www.boerse-frankfurt.de/anleihe/de000dfk0ag3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-77-20-26,de000dfk0ag3,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-77-20-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 77 20 26,0.77,20,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,55% 20/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 55 20 28,DFK0AK,https://www.boerse-frankfurt.de/anleihe/de000dfk0ak5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-55-20-28,de000dfk0ak5,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-55-20-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 55 20 28,0.55,20,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,55% 20/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 55 20 28,DFK0AK,https://www.boerse-frankfurt.de/anleihe/de000dda0yw4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-55-20-28,de000dda0yw4,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-55-20-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 55 20 28,0.55,20,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,9% 20/31",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 9 20 31,DFK0AL,https://www.boerse-frankfurt.de/anleihe/de000dfk0al3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-9-20-31,de000dfk0al3,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-9-20-31,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 9 20 31,0.9,20,31,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/35",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 35,DFK0AM,https://www.boerse-frankfurt.de/anleihe/de000dfk0am1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,de000dfk0am1,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 8 20 35,0.8,20,35,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/35",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 35,DFK0AM,https://www.boerse-frankfurt.de/anleihe/de000dfk0ca2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,de000dfk0ca2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 8 20 35,0.8,20,35,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/35",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 35,DFK0AM,https://www.boerse-frankfurt.de/anleihe/de000dda0xt2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,de000dda0xt2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-35,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 8 20 35,0.8,20,35,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,75% 20/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 75 20 26,DFK0AP,https://www.boerse-frankfurt.de/anleihe/de000dfk0aw0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-26,de000dfk0aw0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 75 20 26,0.75,20,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,75% 20/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 75 20 26,DFK0AP,https://www.boerse-frankfurt.de/anleihe/de000dfk0ap4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-26,de000dfk0ap4,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-75-20-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,0 75 20 26,0.75,20,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1% 20/30",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 20 30,DFK0AQ,https://www.boerse-frankfurt.de/anleihe/de000dfk0aq2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,de000dfk0aq2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,1 20 30,1,20,30,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1% 20/30",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 20 30,DFK0AQ,https://www.boerse-frankfurt.de/anleihe/de000dd5aq40-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,de000dd5aq40,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,1 20 30,1,20,30,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1% 20/30",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 20 30,DFK0AQ,https://www.boerse-frankfurt.de/anleihe/de000dd5ar31-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,de000dd5ar31,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-20-30,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,1 20 30,1,20,30,0
